,discount,buying_mode,query,installment_quantity,installment_rate,has_msi,msi,days_until_discount_end,condition,brand,free_shipping,store_pick_up,price,domain_id,sold_quantity,initial_quantity,available_quantity,is_official_store,listing_type_id
1185,55.99999999999999,buy_it_now,cargador%20inalambrico,24,45.03,False,1,3,new,Ldnio,True,False,699.6,MLM-MOBILE_DEVICE_CHARGERS,113,363,250,True,gold_special
1186,20.0010000500025,buy_it_now,cargador%20inalambrico,24,45.03,False,1,21,new,Moreka,False,False,159.99,MLM-MOBILE_DEVICE_CHARGERS,51,52,1,False,gold_special
1187,14.534050179211475,buy_it_now,cargador%20inalambrico,24,45.03,False,1,1,new,Mr. Gadgets,False,False,238.45,MLM-MOBILE_DEVICE_CHARGERS,105,106,1,True,gold_special
1188,46.0,buy_it_now,cargador%20inalambrico,24,45.03,False,1,3,new,Saiviek,False,False,268.38,MLM-MOBILE_DEVICE_CHARGERS,48,98,50,True,gold_special
1189,13.000000000000005,buy_it_now,cargador%20inalambrico,24,45.03,False,1,1,new,Soku,False,False,155.73,MLM-MOBILE_DEVICE_CHARGERS,305,306,1,True,gold_special
1190,0.0,buy_it_now,cargador%20inalambrico,24,45.03,False,1,0,new,Te Reparo,False,False,117.0,MLM-MOBILE_DEVICE_CHARGERS,89,90,1,False,gold_special
1191,16.0,buy_it_now,cargador%20inalambrico,24,45.03,False,1,1,new,Soku,False,False,167.16,MLM-MOBILE_DEVICE_CHARGERS,290,291,1,True,gold_special
1192,80.0,buy_it_now,cargador%20inalambrico,24,45.03,False,1,3,new,Romoss,False,False,196.8,MLM-MOBILE_DEVICE_CHARGERS,216,217,1,True,gold_special
1193,7.204803202134756,buy_it_now,ssd%20portatil,6,0.0,True,6,1,new,Kingston,True,False,1391.0,MLM-HARD_DRIVES_AND_SSDS,2170,2171,1,True,gold_pro
1194,52.84214035672612,buy_it_now,ssd%20portatil,24,45.03,False,1,2,new,Seagate,True,False,2829.0,MLM-HARD_DRIVES_AND_SSDS,2518,2519,1,True,gold_special
1195,0.0,buy_it_now,ssd%20portatil,24,45.03,False,1,0,new,Kingston,True,False,2239.0,MLM-HARD_DRIVES_AND_SSDS,1612,1613,1,True,gold_special
1196,0.0,buy_it_now,ssd%20portatil,6,0.0,True,6,0,new,Adata,True,False,1399.0,MLM-HARD_DRIVES_AND_SSDS,53,103,50,True,gold_pro
1197,35.25881470367592,buy_it_now,ssd%20portatil,24,45.03,False,1,2,new,SanDisk,True,False,2589.0,MLM-HARD_DRIVES_AND_SSDS,308,358,50,True,gold_special
1198,5.000146224483835,buy_it_now,ssd%20portatil,24,45.03,False,1,3,new,SanDisk,True,False,2598.74,MLM-HARD_DRIVES_AND_SSDS,105,155,50,False,gold_special
1199,6.1145080600333515,buy_it_now,ssd%20portatil,24,45.03,False,1,2,new,SanDisk,True,False,1689.0,MLM-HARD_DRIVES_AND_SSDS,132,133,1,True,gold_special
1200,0.0,buy_it_now,ssd%20portatil,24,45.03,False,1,0,new,Adata,True,False,1139.0,MLM-HARD_DRIVES_AND_SSDS,635,1135,500,True,gold_special
1201,0.0,buy_it_now,ssd%20portatil,3,0.0,True,3,0,new,Adata,True,False,799.0,MLM-HARD_DRIVES_AND_SSDS,21,71,50,True,gold_pro
1202,45.00000000000001,buy_it_now,ssd%20portatil,24,45.03,False,1,3,new,Acsentron,True,False,432.96,MLM-HARD_DRIVES_AND_SSDS,79,80,1,False,gold_special
1203,37.53127606338615,buy_it_now,ssd%20portatil,24,45.03,False,1,3,new,Kingston,True,False,749.0,MLM-HARD_DRIVES_AND_SSDS,13993,13994,1,True,gold_special
1204,0.0,buy_it_now,ssd%20portatil,24,45.03,False,1,0,new,Kingston,True,False,1169.0,MLM-HARD_DRIVES_AND_SSDS,88,89,1,True,gold_special
1205,0.0,buy_it_now,ssd%20portatil,24,45.03,False,1,0,new,Adata,True,False,553.99,MLM-HARD_DRIVES_AND_SSDS,28,29,1,True,gold_special
1206,0.0,buy_it_now,ssd%20portatil,24,45.03,False,1,0,new,Acer,True,False,699.0,MLM-HARD_DRIVES_AND_SSDS,150,151,1,True,gold_special
1207,13.0,buy_it_now,ssd%20portatil,24,45.03,False,1,2,new,Verbatim,True,False,1982.73,MLM-HARD_DRIVES_AND_SSDS,23,24,1,False,gold_special
1208,6.402561024409764,buy_it_now,ssd%20portatil,15,0.0,True,15,1,new,Kingston,True,False,2339.0,MLM-HARD_DRIVES_AND_SSDS,9,10,1,True,gold_pro
